Review;SENTIMEN;SOURCE;DATE_REVIEW;MONTH;YEAR;TRIMESTER;CONCAT
Aplikasinya bagus pengirimanya juga cepat tepat dan akurat apalagi di tambahin cod untuk pembayaran di tempat makin tambah bagus lagi makasih shopee;POSITIF;SHOPEE;21/08/2020;August;2020;TRIMESTER2;2020-TRIMESTER2
Pakai shopee express surabaya mojokerto sampainya 4hari sedangkan kalau pakai j&t semalam aja sudah sampai, barang nggak sampai tepat waktu jadi customerku pada kecewa. Ini bukan layanan yang saya inginkan ya;NEGATIF;SHOPEE;22/08/2020;August;2020;TRIMESTER2;2020-TRIMESTER2
Sangat puas belanja d shopee selernya rama dapat chasbek gratis ongkir Terimakasih shopee????;POSITIF;SHOPEE;31/08/2020;August;2020;TRIMESTER2;2020-TRIMESTER2
puas belanja di shopee banyak diskon dan gratis ongkir. penjualnya baik dan kurir sopan.;POSITIF;SHOPEE;02/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
Puas berbelanja dishopee.sesuai ekspetasi ;POSITIF;SHOPEE;07/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
Shopee tolong respon. sudah 3 hari dana saya belum dikembalikan, nunggu dari pihak shopee juga belum diproses. Tolong pihak shopee ditingkatkan lagi kualitasnya. INI GIMANA WOYY, UANG GUA   GA BALIK BALIK;NEGATIF;SHOPEE;13/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
saya suka belanja di shopee sih, sayangnya voucher free ongkirnya terlalu minimalis, apalagi untuk barang yang ada diluar jawa otomatis ongkirnya lebih mahal:') lebih dibanyakin lagi dong vouchernya;POSITIF;SHOPEE;14/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
Shopee emang keren bangetlah tapi sayang, shopee later gak bisa dipakai;POSITIF;SHOPEE;19/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
Sumpah ya kenapa shopee sekarang jadi gini Tengah2 di pakai harus log in lagi log in lagi Capek tau Lama2 aku uninstal juga nich;NEGATIF;SHOPEE;21/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
Terimakasih shopee Semua di shopee bagaikan secepat kilat dan barang terjangkau bagi kami selaku penghobi barang perkakas kerja.karena kami bagian dari pekerja,senang berkreasi dalam dunia pekerjaan di tunjang alat2 kerja.i love shopee?????????????????????;POSITIF;SHOPEE;22/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
Puas belanja di shopee;POSITIF;SHOPEE;23/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
So far, Shopee memang super-duper. Memuaskan. Banyak voucher ongkir. Bisa COD. Recommended bingitsss! Saranku, hendaknya Shopee membuat sistem dan kebijakan untuk mempersempit ruang gerak oknum-oknum yang tidak bertanggungjawab memperjual-belikan produk-produk bajakan, seperti buku bajakan, yang adalah sebuah kejahatan yang melanggar hak cipta dan merugikan pemilik hak cipta, baik penerbit dan penulis.;POSITIF;SHOPEE;23/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
Shopee pay later saya limitnya jadi 0,padahal bayar gak pernah telat bayar:( Kecewaaa banget:(;NEGATIF;SHOPEE;24/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
Shopee ist the best...;POSITIF;SHOPEE;26/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
Ini gimana sih shopee?? Koinku kok ilang Terus ,brusan dapat 10k koin ilang lagi ?? Gapaham deh ! Keselll;NEGATIF;SHOPEE;27/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
Shopee good !!!;POSITIF;SHOPEE;29/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
Kok shopee capit nya gak bisa sih perbaiki nggak nanti gue ......;NEGATIF;SHOPEE;30/09/2020;September;2020;TRIMESTER3;2020-TRIMESTER3
Lebih ditingkatkan lagi untuk keaman shopeepay nya;POSITIF;SHOPEE;15/10/2020;October;2020;TRIMESTER3;2020-TRIMESTER3
Nih shoppe kenapa yaa mau belanja masuk k keranjang ga bisa;NEGATIF;SHOPEE;17/10/2020;October;2020;TRIMESTER3;2020-TRIMESTER3
Alhamdulillah dengan ada aplikasi shopee sangat membantu kami dalam bertransaksi pembelian apa pun serba ada,,kuliatas barang barang pun sangat baik,, terimakasih;POSITIF;SHOPEE;21/10/2020;October;2020;TRIMESTER3;2020-TRIMESTER3
Maaf terkena kebijakan tidak jelas dengan dibebankan bunga tiba2. Tanya k cs solusinya kebijakan baru. Menyesal pakai paylater bunga gajelas. Belum telat bayat sudah ada bunga gajelas. Males ribet;NEGATIF;SHOPEE;22/10/2020;October;2020;TRIMESTER3;2020-TRIMESTER3
Pelanggan setia ,udh banyak barang aku trima dan semua nya menyenangkan makasih shopee Semoga menjadi aplikasi olshop pertama di indonesia;POSITIF;SHOPEE;26/10/2020;October;2020;TRIMESTER3;2020-TRIMESTER3
Sangat bagus, barang≤'a mudah didapatkan dan juga murah.. Bnyak diskon, bisa belanja sekarang dan bayar akhir bulan. Top lah number 1?? Thank shopeepaylater ??;POSITIF;SHOPEE;04/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Shopee memang mntaapp;POSITIF;SHOPEE;07/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Ini aplikasi kenapa sih..kenapa shoppe gratis pengiriman nya berubah.jadi ribet.gak ngerti sama sekali.masih berapa kali belanja di shopee aplikasi nya seperti itu.jadi males belanja di aplikasi ini;NEGATIF;SHOPEE;11/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Shopee makin lemot;NEGATIF;SHOPEE;15/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Untuk penangan masalah lama banget, kinerja gak totalitas, contohnya pengembalian produk, bisa berbulan-bulan, padehal bukti sudah jelas, video sudah di buatkan, kurang bukti apalagi, di tambah saya sebagai seller kurir pengiriman tidak bisa di ganti, musti chat shopee, chat admin shopee bikin males, lama di tanganin kasusnya, gak optimal. Makin kesini makin buruk;NEGATIF;SHOPEE;16/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Shopee    masa ngk bisa daftar padahal udh bener semua macam  lah.;NEGATIF;SHOPEE;17/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Shopee sangat membantu sekali, semua yang di butuhkan ada di shopee, shopee favorit banget;POSITIF;SHOPEE;17/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Woy shopee kenapa gua setiap mau kirim alamat ada tulisan terjadi kesalahan;NEGATIF;SHOPEE;18/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Hay shopee.makin berat aja sih ini. Makin di update makin lemod. Saya minta tolong. Tolong banget. Hapus aja deh itu game2 atau update yang enggak perlu. Kami butuh belanja dengan nyaman, cepat dan ga berat buat buka aplikasi nya. Atau cobalah bikin shopee lite yang ringan kalau emang sayang sama game mu daripada kenyamanan belanja. Ini di hp saya app shopee paling ngabis2in memori. Buset dah. Ini sama marketapilace FB lite aja kalah ringan jauh banget. Lemot jadi males update2.;NEGATIF;SHOPEE;20/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Payah. Kok gak bisa daftar akun di shope?;NEGATIF;SHOPEE;21/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Belanja di Shopee aman karena penjualnya amanah. So, never doubt;POSITIF;SHOPEE;23/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Cukup puas berbelanja hanya di Shopee 9,9,,,banyak promonya yang memuaskan. sudah gitu gratis ongkir lagii..terimakasi Shopee;POSITIF;SHOPEE;25/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Tadinya seneng belanja di shopee tapi sekarang males soalnya voucer gratis ongkir & cashbacknya harus pakai shopee pay jadi ribet;NEGATIF;SHOPEE;26/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
"dear shopee, kami para pembeli sudah merasa nyaman dengan sistem pemilihan ekspedisi yang sblmnya, kami bs memilih dengan jelas dan dengan nominal ongkirnya, ekspedisi mana yang kami inginkan.. shopee kebanyakan extraongkir sdengankn toko langganan gak semuanya pakai. Tolong jangan tiru lapak sebelah y.. ntah ini masukan yang berguna atau nggak tapi sbg pelanggan cuma itu yang ingin dikeluhkan. shopee masih jadi pilihan pertama. ;'')";POSITIF;SHOPEE;26/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Shopee makin jelek.. voucher cuma buat shopeepay semua.. Nggak guna.. Mengecewakan;NEGATIF;SHOPEE;30/11/2020;November;2020;TRIMESTER3;2020-TRIMESTER3
Saya terkena tipu, uang di shopee pay saya tiba2 sudah transaksi tagihan pulsa ?????? Padahal gk pencet2 apa2 tiba sudah transaksi ?????? Saya d telfn oleh pihak shopee ternyata di tipu;NEGATIF;SHOPEE;02/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
Ko shopee sekarang kek gitu? Jelek pelayanan nya, mau buat pesanan eh terus muter2 gitu. Abis muter terus keluar sendiri dari aplikasi ny. sudah 2 hari kek gitu, tolomg dong shopee diperbaiki. Jualan saya jg ini mandek jadinya.????;NEGATIF;SHOPEE;04/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
Alhamdulillah belanja di shopee mantap;POSITIF;SHOPEE;04/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
Pemakai setia shopee hehe....banyak program yang nguntungin banget. Pengen terus ningkatin member biar bisa dapat banyak promosi. Sampe saat ni blm pernah kecewa sih dalam orderannya. Sistem pembatalan jg cepat, aman, respon baik. Trimakaaasiihh shoppeee...??;POSITIF;SHOPEE;07/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
Aku Suka shopee;POSITIF;SHOPEE;09/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
Barang di shopee bangus2 real pic pelayanan sangat ramah shopee is the best;POSITIF;SHOPEE;12/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
Kurirnya gak bisa milih, biasanya saya make kurir j&t sekarang jadi gak bisa milih kurirnya, kecewa bangey shopee standar expres lama sampainya biasanya sehari sampe skrang 3 harian baru sampe kecewa lah;NEGATIF;SHOPEE;16/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
Tadi pagi dapat sms ktanya dapat hadiah uang dari shopee,, ini bneran dari shopee?? Atau cuma penipuan;POSITIF;SHOPEE;16/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
Tolong perbaiki performa aplikasi, sering banget gagal proses, sama kembalikan pilihan layanan jasa expedisi atau pengiriman, jangan random dari pihak shopeenya;NEGATIF;SHOPEE;17/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
Pepekk kali shopee nihh, saya pesan ukulele cowboy yang dtg malah ukulele sen sen;NEGATIF;SHOPEE;26/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
Kode Otapi baru dikirim nggak bisa di gunain buat apa??? Sampe akhirnya ShopeePay saya di Blokir!!! gak Guna sma Sekali!!! Kalo kayak gini terus Rugi kami sebagai Pengguna!!! Saldo ShopeePay udh Banyak malah di Blokir!!! Kami gak bisa Ganti PIN karena Kalian!!! Ngirim Kode Otapi YANG sudah KADALUARSA!!!;NEGATIF;SHOPEE;29/12/2020;December;2020;TRIMESTER3;2020-TRIMESTER3
Emang paling enak shoping online d shopee.. dapat gratis ongkir terus... Barang selalu sampai dengan aman.;POSITIF;SHOPEE;01/01/2021;January;2021;TRIMESTER1;2021-TRIMESTER1
"KECEWA!!! sudah nahan ngantuk dari jam 10 sampe jam 2 demi flash sale tapi nggak dapat apa"" biar 1 barang :). yang saya dapat hanya tulisan eror eror eror dan eror . Dah Lahh percuma begadang nya mana besok gua ulangan lagi :) Thanks Shopee atas flash sale zonk nya :)";NEGATIF;SHOPEE;05/01/2021;January;2021;TRIMESTER1;2021-TRIMESTER1
Kecewa banget sama shopee,,koin saya bukannya bertambah malah berkurang,,susah payah ngumpulin koin,sampe rela kuota abis nonton live shopee buat klaim koin nya,.eh malah tega banget dikurangi seenak nya tanpa pemberitahuan..koin saya yang tadi nya 17ribu lebih sekarang masa tinggal 12rbu,,dikurangin nya banyak banget sampe 5ribu,,padahal ga dipakai apa2 koin nya,,sungguh bener2 kecewa,.;NEGATIF;SHOPEE;11/01/2021;January;2021;TRIMESTER1;2021-TRIMESTER1
Puas belanja di shopee;POSITIF;SHOPEE;12/01/2021;January;2021;TRIMESTER1;2021-TRIMESTER1
Gini ya kalo misal pengiriman nya dipilihin sama shopee terus pas kena j&t atau si cepat alamat pakait saya hilang karena jnt tidak mau antar kerumah saya sedangkan si cepat itu kalo nganter lama, kalo kya gini deh auto uinstal shopee atau beli produk luar yang jelas dianter pakai jne, maaf saya tarik lagi 4 bintang nya, gk ngerti ini dapat ide dari mana ngerubah pengirim kya gini selamat tinggal shopee, bakalan belanja lagi kalo sudah di perbaiki kesalahannya;NEGATIF;SHOPEE;15/01/2021;January;2021;TRIMESTER1;2021-TRIMESTER1
Terima kasi shopeee atas pelayanya...;POSITIF;SHOPEE;17/01/2021;January;2021;TRIMESTER1;2021-TRIMESTER1
Shopee suka gajelas kadang eror;POSITIF;SHOPEE;30/01/2021;January;2021;TRIMESTER1;2021-TRIMESTER1
Tolong untuk jasa layanan pengiriman AntarAja dibuang, karena barang sama sekali tidak bergerak sampai berhari-hari, saya sebagai customer merasa di rugikan dengan waktu dan finansial, karena barang harus di ambil di tempat. semoga pihak shopee memperhatikan dalam bekerja sama dengan jasa pengiriman barang.;NEGATIF;SHOPEE;31/01/2021;January;2021;TRIMESTER1;2021-TRIMESTER1
Saya mau pakai Voucher gratis ongkir tapi ga bisa, terus saya main shopee tanam biar dapat gratis ongkir eh pas sudah panen malah voucher nya ga bisa dipakai, di voucher saya ada gratis ongkir tapi pas mau check out malah voucher nya ga ada -_-;NEGATIF;SHOPEE;02/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Kenapa shoppepay later saya dikunci padahal sudah update info, padahal gk pernah telat bayar, sudah ub cs kata ya ada ketentuan yang ngak sesuai, tapi ngk disebut apa, buka donk blokir shoppelater saya;NEGATIF;SHOPEE;04/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
"Dari awal thn 2018 kenal dengan shopee ada satu dua barang yang kurang puas saya beli karena belom terlalu ngerti cara belanjanya,,,, Tapi setelah itu baru saya ngerti cara melihat barang bagus dari ulasan pembeli ternyata benar barangnya bagus,saya beli dari hp,sepatu,tas,baju,celana dll semua dari shopee Mksh shopee selalu terus berjaya dan bekerja sama dengan seller"" yang berkwalitas yang top deh Sukses terus buat shopee dan seller";POSITIF;SHOPEE;05/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Aplikasi shopeenya lemot banget waktu digunakan;NEGATIF;SHOPEE;09/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Udh gk jelas aplikasi ini, dlu ok skarenag gara2 ada shopeepaylater orang lain yang belum bayar malah saya yang akunnya di batasi pdhal beda akun shopee, kecewa sih. Akun di batasi gak bisa belanja lah otomatis buat apalagi punya akun ini kalo gaada gunanya, makin sini shopee udh kebanyakan yang pakai bukannya di perbaiki atau di nyaman2 malah bikin gk nyaman banget ribet lagi, gk bisa belanja lagi akun di batasi.. Minta di uninstal aplikasi ini secara tidak langsung.;NEGATIF;SHOPEE;11/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
sudah lunas beberapa bulan lalu, saldo spaylater saya masih belum dikembaliin parah si emang;NEGATIF;SHOPEE;12/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Puas belanja pakai shopee;POSITIF;SHOPEE;12/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
sangat puaass belanja di shopee;POSITIF;SHOPEE;15/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Puas belanja di shopee;POSITIF;SHOPEE;20/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Reseller tokonya kok salah kirim barang gimana ini, busuk shopee;NEGATIF;SHOPEE;21/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Shoppe 12,12 tapi sekarang sudah tgl 19 pesanan blm sampe (pke kurir j&t expres,parah banget pengiriman belanja di shoppe,pesanan lama dipegang kurir gk sampe2;NEGATIF;SHOPEE;23/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Shoppie sangat membantu,aplikasi yang sangat bagus,ada spaylater,ada spinjam..harga yang sangat terjangkau,kualitas terjamin.pokoknya shoppie aplikasi pilihan..sukses Terus shoppie.gooooooooooodddddddd..;POSITIF;SHOPEE;28/02/2021;February;2021;TRIMESTER1;2021-TRIMESTER1
Perbaiki dong. Parah amat. sudah kehilangan uang buat shopeepay. Akun juga ilang gara2 nungguin 12.12;NEGATIF;SHOPEE;01/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
bigsale 12 apaan,,masak voucher diskon 1.2jt di klik gak bisa malah keluar sendiri,server eror lah..gak masuk akal merasa tertipu..;NEGATIF;SHOPEE;04/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
Aman belanja d shopee, kalaupun barang pesanan tidak datang shopee pasti bantuin;POSITIF;SHOPEE;04/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
"Sy pelanggan setia shopee ( sebelum jasa ekspedisi di monopoli menjadi jasa ekspedisi "" Shopee express "", mgkn namanya aja yang express tapi pengirimannya super duper lemot alias lamaa poll. Andaikan jasa ekspedisi kita bisa milih, itu jauh lebih bagus.";NEGATIF;SHOPEE;05/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
Puas belanja d shopee;POSITIF;SHOPEE;07/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
Super duper mantul mah shopee harga murah banget banyak focher jg aku makin suka belanha di shopee;POSITIF;SHOPEE;07/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
Coba pakai paylatter nya, pas mau check out biaya penanganan 1k eh pas mau bayar tagihan paylatter coba cek malah jadi 2,5k;NEGATIF;SHOPEE;08/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
akun saya dibekukan padahal saya tidak melakukan kesalahan. padahal baru saja diperbaiki. apanya yang diperbaiki kalau dibekukan lagi? saya sudah top up shopeepay, tapi akun dibekukan. mau dikemanakan uang saya? apa ini caranya shopee mengambil uang konsumen? sungguh tidak bertannggung jawab!!! saya sudah lama memakai shopee dan melakukan transaksi berulang kali tapi kenapa dibekukan? aplikasi tidak bertanggung jawab!!!!!!!!!!!!!!!!!!!!!!!!;NEGATIF;SHOPEE;12/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
Saya kurangin dulu bintangnya.. Sekarang sudah gak pernah ada lagi dapat voucer gratis ongkir cod..shopeepaya mulu yang muncul..payah padahal cod banyak disukai orang tapi malah ga ada lagi..mungkin sudah saatnya shopee harus turun rating;NEGATIF;SHOPEE;16/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
kata nya belanja di shopee ini gratis ongkir kok gue belanja gak ngeratis ini gimana ni;NEGATIF;SHOPEE;18/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
Kemarin saya beli jam tangan di aplikasi shopee tapi malahan yang dikirim jam rusak dan mati/gk berfungsi... bukan masalah harga nya berapa... tapi tolong pihak shopee kalo ada pelapak yang curang dan gk jujur mendingan ditutup aja akun pelapak yang begitu karena hanya merugikan konsumen/pembeli/pelanggan yang ada di shopee...;NEGATIF;SHOPEE;22/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
Ini kenapa saya tidak bisa login? td chat sm shoppie katanya suruh logout dlu Terus login, Niy udh log out malah g bisa log on,sebel Jaringan g ada wae,pdhal di hapus download lagi aplikasi nya bisa,... Tolong dong solusinya...;NEGATIF;SHOPEE;28/03/2021;March;2021;TRIMESTER1;2021-TRIMESTER1
"Saya cuma punya satu aplikasi jual beli online dari dulu sampai sekarang saya pakai aplikasi shopee, tapi Makin ke sini shopee makin lemot gambar suka gak kebuka padahal udh di update ke versi yang terbaru padahal sinyal juga lancar"" ajaa masih aja gak kebuka gambarnya tolong di perbaiki yaa.";NEGATIF;SHOPEE;17/04/2021;April;2021;TRIMESTER1;2021-TRIMESTER1
kok makin gak karuan aplikasi nya.beberapa hari tidak bisa lihat notifikasi.pesan juga tidak bisa masuk.chat dengan tim shopee di suruh update clear cache log out.sudah update sudah clear cache giliran mau log in malah tidak bisa.parah parah parah.padalah masih ada barang yang belum terkirim.gimana nasib barang itu sekarang.jika sampai tanggal 15 masih tidak bisa login shopee tak hapus;NEGATIF;SHOPEE;25/04/2021;April;2021;TRIMESTER1;2021-TRIMESTER1
Shopee memang luar biasa;POSITIF;SHOPEE;26/04/2021;April;2021;TRIMESTER1;2021-TRIMESTER1
shopee memang oke Semua pesanan cepet datang;POSITIF;SHOPEE;28/04/2021;April;2021;TRIMESTER1;2021-TRIMESTER1
Saya mau masuk ke akun shopee. tapi gk bisa sistem dalam gangguan terus Tolong di perbaiki;NEGATIF;SHOPEE;05/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
"Kecewa sama shopee jelas"" punya gratis ongkir tapi ketika dipakai tetap masih ada ongkirnya, jelas"" tertulis diaplikasi untuk pengguna baru bisa klaim hadiah gratis tapi ketika mau klaim gabisa dengan alasan jaringan eror padaha l buat cekout barang lain bisa aja!";NEGATIF;SHOPEE;05/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Mantap shopee ??;POSITIF;SHOPEE;06/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
hai Shopee aku suka banget sama kamu,tapi sejak adanya jasa kirim otomatis pembeli saya jadi nggak bisa bikin pesanan dengan akhirnya nggak bisa check out deh..gimana coba?;POSITIF;SHOPEE;12/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Shopee the best?;POSITIF;SHOPEE;14/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Kalau bisa shope adakan tabung emas ataw tabung saldo ( khusu penjual ) Yang mana dana di potong untuk ditabung dalam bentuk emas ataw nominal dari setiap hasil penjualan yang sudah selesai. ..jadi kita para penjual bisa menabung...;POSITIF;SHOPEE;14/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Shopeee oke banget;POSITIF;SHOPEE;18/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Aplikasi bagus untuk berbelanja online, selama pakai Shopee lancar lancar saja tidak ada kendala, selama barang yang saya beli sesuai dengan keinginan dan tidak ada komplai komplain,seller di shopee fast respon jg dengan kurir kurir nya ramah dan cepat ngirim pakait, good luck buat shopee dan semua nya yang terlibat;POSITIF;SHOPEE;18/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Kecewa... Saya belanja pas waktu HARBOLNAS, tiba≤ pesanan dibatalkan oleh penjual,,kok pihak Shopee gak ada respon ya...sudah gt duitnya dikrmbalikan kena biaya ADM pula... Jadi saya sebagai konsumen sudah dirugikan.....;NEGATIF;SHOPEE;19/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Dapat email habis penyelesaian pesanan akun anda di hapus ...apa salah saya ya... padahal sering belanja ya lancar ...jadi kecewa sama shopee yang tiba tiba menonaktifkan akun shopee saya;NEGATIF;SHOPEE;20/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Kecewa sama shopee, g ada lagi opsi pengiriman kaya dulu. yang ada ongkir mkain mahal. Cari yang laen aja lah. Ongkir lebih masuk akal.;NEGATIF;SHOPEE;27/05/2021;May;2021;TRIMESTER2;2021-TRIMESTER2
Kecewa sama shopee Wktu itu saya beli kuota 3 dengan pakait AON 6 GB seharga 39k, udh nunggu lama eh yang dapat malah pakait Add On 10 GB cuma 1 hari. Kampret, di ajuin untuk pengembalian dana sampai sekarang gk di gubris2 Terus wktu itu pernah ngisi pulsa 5000 smartfren, kata adekk pulsanya gk sampai walau di sistem udh di kirim katanya. Di ajuin untuk pengembalian dana juga gk di gubris. Parahhhhhh;NEGATIF;SHOPEE;01/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
Harus pinter2 milih toko untuk dapat barang murah tapi bagus, suka dengan free ongkir untuk semua toko nya, shopee sering2 ya bikin promo free ongkir nya karenaa kirim ke lokasi aku mahal banget kalo ongkirnya.;POSITIF;SHOPEE;02/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
Makin mantap lah sekarang shopee;POSITIF;SHOPEE;08/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
Saya benar2 kecewa dengan aplikasi shopee ini karena pihak tim shopee sangat lambat dalam menyelesaikan kendala konsumen setiap kali konsumen komplen tidak ditanggapi dengan baik, dan suka PHP pihak konsumen, dan ketika konsumen masih menjawab chat tentang komplen tersebut malah tiba2 chat dihentikan tanpa memberitahu terlebih dahulu, dimana etika kalaian sebagai pihak tim shopee? ????????????;NEGATIF;SHOPEE;09/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
cashback 100% maskimal seribu perak cashback 1% maskimal 100k edzan emang shopee kasih promo;NEGATIF;SHOPEE;12/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
Semenjak Shopee tanam bisa nyuri air.. Saya jadi g suka Shopee.. Saya yang biasanya panen koin 2 hari jadi 5 hari gara2 dimaling terus... Inimah ngajarin anak orang buat jadi pencuri... Udh mah yang nyuri g nyiram kebun saya... Masih mending kalau nyuri tapi disiram kebun saya... Untuk Shopee tolong hps lagi fasilitas buat nyuri air !!! Saya bakal kasih bintang 5 kalau fasilitas buat nyuri air di hapus!!! Sama sekarang jarang banget voucher gratis ongkir tapi buat tunai...shopee jangan pelit donk!!!;NEGATIF;SHOPEE;12/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
Belanja tenang dirumah dengan kemudahan dr shopee????;POSITIF;SHOPEE;13/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
aku belanja Terussss di shoppe..pas ganti hp download ulang ga bisa log in nangiss dehhh gueh;NEGATIF;SHOPEE;16/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
Pengalaman pemesanan pertama kali berkesan, walaupun coba2 untuk produk Rp. 1 nya tapi beneran loh dikirim dengan terkemas baik produk Rp. 1 nya?????????? Makasih Shopee, bakal banyak lirik2 ke sini deh ????;POSITIF;SHOPEE;17/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
performa shopee sekarang menurun, lelet, padahal jaringan saya bagus tapi buat check out aja susah. tolong dimaksimalkan lagi;NEGATIF;SHOPEE;18/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
jadi agak2 ngeselin yah.. Nyari satu barang aja sampe setengah jam saking lemot nya. Aku suka Shopee yang dulu. jangan bilang blom di apdet aplikasi ya, selalu d apdet soalnya akutu.;NEGATIF;SHOPEE;23/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
Saya sebagai pelanggan sangat puas dengan shopee tetapi tolong ditambahkan fitur saat checkout kita masih bisa menggunakan shopepay walau saldonya kurang dan kekurangannya bisa dibayar melalui COD sekian dari saya terimakasih..............;POSITIF;SHOPEE;23/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
Saya Mengajukan pengembalian Dana pada Pihak Shope dan Pengajuan Tersebut sudah disetujui sama penjual Tapi Kenapa Pihak Owner malah Tidak Menyetujui & Mengahapus pengajuan saya Hilang Duit saya Barang Pun Hanya dikirim Satu padahal Saya Beli 2 item Barang Mengecewakan;NEGATIF;SHOPEE;27/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
SHOPIE NYA GAK BISA D I B U K A;NEGATIF;SHOPEE;28/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
please buat shope bikin game yang menghasilkan koin dong note: bukan cuma shope tanam karena pas di goyang dapatnya sedikit plis lah bikin game kaya subway sur*t kek apa gimana yang penting menghasilkan koin hehe saran semoga di baca dan di realisasikan;POSITIF;SHOPEE;30/06/2021;June;2021;TRIMESTER2;2021-TRIMESTER2
